Material,Description,Configurable,Manufacturer,Mfr Part Number,Material Type,Material Group,MATL GROUP,MATERIAL_SHORT_DESCRIPTION,DUPLICATE_REFERENCE,MANUFACTURER/VENDOR,VENDOR1.x,VENDOR2.x,PART_NUMBER,BRAND,MANUFACTURER/ VENDOR,FinalVendorName,VENDOR,VENDOR1.y,VENDOR2.y,VENDOR PART #,STATUS,Z011.VENDOR,Z011.NAME,Z011.dist
90001471,LOCKING ASSEMBLY PCMC 106164 30MM,NA,50184,106164,ZER2,U25174208,U25174208,LOCKING ASSEMBLY PCMC 106164 30MM,NA,PCMC,PCMC,NA,106164,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001472,LOCKING ASSEMBLY PCMC 108003 55MM,NA,50184,108003,ZER2,U25174208,U25174208,LOCKING ASSEMBLY PCMC 108003 55MM,NA,PCMC,PCMC,NA,108003,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001473,LOCKING ASSEMBLY PCMC 30271161 60MM,NA,50184,30271161,ZER2,U25174208,U25174208,LOCKING ASSEMBLY PCMC 30271161 60MM,NA,PCMC,PCMC,NA,30271161,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001474,LOCKING ASSEMBLY PCMC 30744611 35MM,NA,50184,30744611,ZER2,U25174208,U25174208,LOCKING ASSEMBLY PCMC 30744611 35MM,NA,PCMC,PCMC,NA,30744611,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001475,LOCKING ASSEMBLY PCMC 32122 30MM 42MM LG,NA,50184,32122,ZER2,U25174208,U25174208,LOCKING ASSEMBLY PCMC 32122 30MM 42MM LG,NA,PCMC,PCMC,NA,32122,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001476,LOCKING ASSEMBLY PCMC 907009.046.0 75MM,NA,50184,907009.046.0,ZER2,U25174208,U25174208,LOCKING ASSEMBLY PCMC 907009.046.0 75MM,NA,PCMC,PCMC,NA,907009.046.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001477,LOCKING ASSEMBLY PCMC 990421.009.0 35MM,NA,50184,990421.009.0,ZER2,U25174208,U25174208,LOCKING ASSEMBLY PCMC 990421.009.0 35MM,NA,PCMC,PCMC,NA,990421.009.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001478,LUBRICANT PCMC 32208,NA,50184,32208,ZER2,U15120000,U15120000,LUBRICANT PCMC 32208,NA,PCMC,PCMC,NA,32208,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001479,MODULE ELECTRONIC PCMC 30160599 8MB,NA,50184,30160599,ZER2,U32101600,U32101600,MODULE ELECTRONIC PCMC 30160599 8MB,NA,PCMC,PCMC,NA,30160599,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001480,MODULE ELECTRONIC PCMC 47342 0.02A 2 CH,NA,50184,47342,ZER2,U32101600,U32101600,MODULE ELECTRONIC PCMC 47342 0.02A 2 CH,NA,PCMC,PCMC,NA,47342,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001481,MOTOR AC INFINITY 711-0001 C FACE 460V,NA,50113,711-0001,ZER2,U26101602,U26101602,MOTOR AC INFINITY 711-0001 C FACE 460V,GRP-PD-66,INFINITY,INFINITY,NA,711-0001,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001482,MOTOR AC INFINITY 711-0054,NA,50113,711-0054,ZER2,U26101602,U26101602,MOTOR AC INFINITY 711-0054,NA,INFINITY,INFINITY,NA,711-0054,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001483,MOTOR AC INFINITY 711-0055,NA,50113,711-0055,ZER2,U26101602,U26101602,MOTOR AC INFINITY 711-0055,NA,INFINITY,INFINITY,NA,711-0055,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001484,MOTOR AC INFINITY 711-0065 460V 2.01HP,NA,50113,711-0065,ZER2,U26101602,U26101602,MOTOR AC INFINITY 711-0065 460V 2.01HP,NA,INFINITY,INFINITY,NA,711-0065,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001485,GEARBOX PCMC 30073796 14.18:1 IN-LINE,NA,50184,30073796,ZER2,U26111524,U26111524,GEARBOX PCMC 30073796 14.18:1 IN-LINE,NA,PCMC,PCMC,NA,30073796,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001486,GEARBOX PCMC 30074543 2500:1 1725RPM,NA,50184,30074543,ZER2,U26111524,U26111524,GEARBOX PCMC 30074543 2500:1 1725RPM,NA,PCMC,PCMC,NA,30074543,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001487,GEARBOX PCMC 30135608 109.5:1 1750RPM,NA,50184,30135608,ZER2,U26111524,U26111524,GEARBOX PCMC 30135608 109.5:1 1750RPM,NA,PCMC,PCMC,NA,30135608,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001488,GEARBOX PCMC 30322762 10:1 RIGHT ANGLE,NA,50184,30322762,ZER2,U26111524,U26111524,GEARBOX PCMC 30322762 10:1 RIGHT ANGLE,NA,PCMC,PCMC,NA,30322762,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001489,GEARBOX PCMC 30347365 7:1 4500RPM,NA,50184,30347365,ZER2,U26111524,U26111524,GEARBOX PCMC 30347365 7:1 4500RPM,NA,PCMC,PCMC,NA,30347365,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001490,GEARBOX PCMC 30520074 40:1 1750RPM WORM,NA,50184,30520074,ZER2,U26111524,U26111524,GEARBOX PCMC 30520074 40:1 1750RPM WORM,NA,PCMC,PCMC,NA,30520074,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001491,GEARBOX PCMC 30534429 1500:1 1725RPM,NA,50184,30534429,ZER2,U26111524,U26111524,GEARBOX PCMC 30534429 1500:1 1725RPM,NA,PCMC,PCMC,NA,30534429,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001492,GEARBOX PCMC 30586851 7:1 6000RPM,NA,50184,30586851,ZER2,U26111524,U26111524,GEARBOX PCMC 30586851 7:1 6000RPM,NA,PCMC,PCMC,NA,30586851,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001493,GEARBOX PCMC 30586856 20:1 4500RPM,NA,50184,30586856,ZER2,U26111524,U26111524,GEARBOX PCMC 30586856 20:1 4500RPM,NA,PCMC,PCMC,NA,30586856,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001494,GEARBOX PCMC 80965 5.2:1 RIGHT ANGLE,NA,50184,80965,ZER2,U26111524,U26111524,GEARBOX PCMC 80965 5.2:1 RIGHT ANGLE,NA,PCMC,PCMC,NA,80965,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001495,GEARMOTOR AC PCMC 30135610 109.5:1 0.5HP,NA,50184,30135610,ZER2,U26111526,U26111526,GEARMOTOR AC PCMC 30135610 109.5:1 0.5HP,NA,PCMC,PCMC,NA,30135610,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001496,GEARMOTOR AC PCMC 30271319 109.49:1 2HP,NA,50184,30271319,ZER2,U26111526,U26111526,GEARMOTOR AC PCMC 30271319 109.49:1 2HP,NA,PCMC,PCMC,NA,30271319,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001497,GEARMOTOR AC PCMC 30450217 460V 7.5:1,NA,50184,30450217,ZER2,U26111526,U26111526,GEARMOTOR AC PCMC 30450217 460V 7.5:1,NA,PCMC,PCMC,NA,30450217,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001498,GEARMOTOR AC PCMC 30600069 25:1 69RPM,NA,50184,30600069,ZER2,U26111526,U26111526,GEARMOTOR AC PCMC 30600069 25:1 69RPM,NA,PCMC,PCMC,NA,30600069,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001499,GUIDE INFINITY 129-0026,NA,50113,129-0026,ZER2,U23153038,U23153038,GUIDE INFINITY 129-0026,NA,INFINITY,INFINITY,NA,129-0026,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001500,GUIDE INFINITY 129-0027,NA,50113,129-0027,ZER2,U23153038,U23153038,GUIDE INFINITY 129-0027,NA,INFINITY,INFINITY,NA,129-0027,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001501,GUIDE INFINITY 192-2605,NA,50113,192-2605,ZER2,U23153038,U23153038,GUIDE INFINITY 192-2605,NA,INFINITY,INFINITY,NA,192-2605,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001502,GUIDE INFINITY 192-2606,NA,50113,192-2606,ZER2,U23153038,U23153038,GUIDE INFINITY 192-2606,NA,INFINITY,INFINITY,NA,192-2606,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001503,GUIDE INFINITY 192-2637,NA,50113,192-2637,ZER2,U23153038,U23153038,GUIDE INFINITY 192-2637,NA,INFINITY,INFINITY,NA,192-2637,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001504,GUIDE INFINITY 192-2816,NA,50113,192-2816,ZER2,U23153038,U23153038,GUIDE INFINITY 192-2816,NA,INFINITY,INFINITY,NA,192-2816,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001505,PULLEY INFINITY 101-0070 P22 8M,NA,50113,101-0070,ZER2,U26111806,U26111806,PULLEY INFINITY 101-0070 P22 8M,NA,INFINITY,INFINITY,NA,101-0070,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001506,PULLEY INFINITY 101-7013B 2.5IN 6.25IN,NA,50113,101-7013B,ZER2,U26111806,U26111806,PULLEY INFINITY 101-7013B 2.5IN 6.25IN,NA,INFINITY,INFINITY,NA,101-7013B,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001507,PULLEY INFINITY 129-0060,NA,50113,129-0060,ZER2,U26111806,U26111806,PULLEY INFINITY 129-0060,NA,INFINITY,INFINITY,NA,129-0060,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001508,PULLEY INFINITY 129-0910 T5,NA,50113,129-0910,ZER2,U26111806,U26111806,PULLEY INFINITY 129-0910 T5,NA,INFINITY,INFINITY,NA,129-0910,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001509,PULLEY INFINITY 129-0923A P22 8M 30 MPB,NA,50113,129-0923A,ZER2,U26111806,U26111806,PULLEY INFINITY 129-0923A P22 8M 30 MPB,NA,INFINITY,INFINITY,NA,129-0923A,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001510,PULLEY INFINITY 129-0926A,NA,50113,129-0926A,ZER2,U26111806,U26111806,PULLEY INFINITY 129-0926A,NA,INFINITY,INFINITY,NA,129-0926A,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001511,PULLEY INFINITY 129-1002,NA,50113,129-1002,ZER2,U26111806,U26111806,PULLEY INFINITY 129-1002,NA,INFINITY,INFINITY,NA,129-1002,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001512,PULLEY INFINITY 129-1010 AT20x19T,NA,50113,129-1010,ZER2,U26111806,U26111806,PULLEY INFINITY 129-1010 AT20x19T,NA,INFINITY,INFINITY,NA,129-1010,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001513,PULLEY INFINITY 129-1120 62MM,NA,50113,129-1120,ZER2,U26111806,U26111806,PULLEY INFINITY 129-1120 62MM,NA,INFINITY,INFINITY,NA,129-1120,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001514,PULLEY INFINITY 190-5144A T5,NA,50113,190-5144A,ZER2,U26111806,U26111806,PULLEY INFINITY 190-5144A T5,NA,INFINITY,INFINITY,NA,190-5144A,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001515,PULLEY INFINITY 192-1119,NA,50113,192-1119,ZER2,U26111806,U26111806,PULLEY INFINITY 192-1119,NA,INFINITY,INFINITY,NA,192-1119,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001516,PULLEY INFINITY 192-1120,NA,50113,192-1120,ZER2,U26111806,U26111806,PULLEY INFINITY 192-1120,NA,INFINITY,INFINITY,NA,192-1120,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001517,PULLEY INFINITY 192-1140 T5,NA,50113,192-1140,ZER2,U26111806,U26111806,PULLEY INFINITY 192-1140 T5,NA,INFINITY,INFINITY,NA,192-1140,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001518,PULLEY INFINITY 192-1141 T5,NA,50113,192-1141,ZER2,U26111806,U26111806,PULLEY INFINITY 192-1141 T5,NA,INFINITY,INFINITY,NA,192-1141,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001519,PULLEY INFINITY 192-1221 AT10,NA,50113,192-1221,ZER2,U26111806,U26111806,PULLEY INFINITY 192-1221 AT10,NA,INFINITY,INFINITY,NA,192-1221,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001520,PULLEY INFINITY 192-1528A,NA,50113,192-1528A,ZER2,U26111806,U26111806,PULLEY INFINITY 192-1528A,NA,INFINITY,INFINITY,NA,192-1528A,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001521,PULLEY INFINITY 192-1534 AT10 24T,NA,50113,192-1534,ZER2,U26111806,U26111806,PULLEY INFINITY 192-1534 AT10 24T,NA,INFINITY,INFINITY,NA,192-1534,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001522,PULLEY INFINITY 192-2139B AT10 38T,NA,50113,192-2139B,ZER2,U26111806,U26111806,PULLEY INFINITY 192-2139B AT10 38T,NA,INFINITY,INFINITY,NA,192-2139B,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001523,PULLEY INFINITY 192-2151A AT10 57T,NA,50113,192-2151A,ZER2,U26111806,U26111806,PULLEY INFINITY 192-2151A AT10 57T,NA,INFINITY,INFINITY,NA,192-2151A,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001524,PULLEY INFINITY 192-2196 AT10 22T,NA,50113,192-2196,ZER2,U26111806,U26111806,PULLEY INFINITY 192-2196 AT10 22T,NA,INFINITY,INFINITY,NA,192-2196,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001525,PULLEY INFINITY 192-2627 AT20 Z44T,NA,50113,192-2627,ZER2,U26111806,U26111806,PULLEY INFINITY 192-2627 AT20 Z44T,NA,INFINITY,INFINITY,NA,192-2627,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001526,PULLEY INFINITY 192-2634 AT20 Z44T,NA,50113,192-2634,ZER2,U26111806,U26111806,PULLEY INFINITY 192-2634 AT20 Z44T,NA,INFINITY,INFINITY,NA,192-2634,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001527,PULLEY INFINITY 192-2635 AT20 Z44T,NA,50113,192-2635,ZER2,U26111806,U26111806,PULLEY INFINITY 192-2635 AT20 Z44T,NA,INFINITY,INFINITY,NA,192-2635,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001528,PULLEY INFINITY 192-5022A T5 60T,NA,50113,192-5022A,ZER2,U26111806,U26111806,PULLEY INFINITY 192-5022A T5 60T,NA,INFINITY,INFINITY,NA,192-5022A,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001529,PULLEY INFINITY 192-5024,NA,50113,192-5024,ZER2,U26111806,U26111806,PULLEY INFINITY 192-5024,NA,INFINITY,INFINITY,NA,192-5024,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001530,PULLEY INFINITY 192-5174A T5,NA,50113,192-5174A,ZER2,U26111806,U26111806,PULLEY INFINITY 192-5174A T5,NA,INFINITY,INFINITY,NA,192-5174A,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001531,PULLEY INFINITY 192-5179A,NA,50113,192-5179A,ZER2,U26111806,U26111806,PULLEY INFINITY 192-5179A,NA,INFINITY,INFINITY,NA,192-5179A,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001532,PULLEY INFINITY 192-6185,NA,50113,192-6185,ZER2,U26111806,U26111806,PULLEY INFINITY 192-6185,NA,INFINITY,INFINITY,NA,192-6185,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001533,PULLEY INFINITY 192-7044 AT10,NA,50113,192-7044,ZER2,U26111806,U26111806,PULLEY INFINITY 192-7044 AT10,NA,INFINITY,INFINITY,NA,192-7044,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001534,PULLEY INFINITY 192-7051 AT10,NA,50113,192-7051,ZER2,U26111806,U26111806,PULLEY INFINITY 192-7051 AT10,NA,INFINITY,INFINITY,NA,192-7051,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001535,PULLEY INFINITY 192-7052 AT10,NA,50113,192-7052,ZER2,U26111806,U26111806,PULLEY INFINITY 192-7052 AT10,NA,INFINITY,INFINITY,NA,192-7052,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001536,PULLEY INFINITY 196-1534 AT10 24T,NA,50113,196-1534,ZER2,U26111806,U26111806,PULLEY INFINITY 196-1534 AT10 24T,NA,INFINITY,INFINITY,NA,196-1534,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001537,PULLEY INFINITY 196-5150,NA,50113,196-5150,ZER2,U26111806,U26111806,PULLEY INFINITY 196-5150,NA,INFINITY,INFINITY,NA,196-5150,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001538,PULLEY INFINITY 196-5153 T5,NA,50113,196-5153,ZER2,U26111806,U26111806,PULLEY INFINITY 196-5153 T5,NA,INFINITY,INFINITY,NA,196-5153,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001539,PULLEY INFINITY 196-5154,NA,50113,196-5154,ZER2,U26111806,U26111806,PULLEY INFINITY 196-5154,NA,INFINITY,INFINITY,NA,196-5154,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001540,PULLEY INFINITY 530-0709A T5,NA,50113,530-0709A,ZER2,U26111806,U26111806,PULLEY INFINITY 530-0709A T5,NA,INFINITY,INFINITY,NA,530-0709A,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001541,PULLEY INFINITY 530-0710 AT10,NA,50113,530-0710,ZER2,U26111806,U26111806,PULLEY INFINITY 530-0710 AT10,NA,INFINITY,INFINITY,NA,530-0710,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001542,PULLEY PCMC 1064714.01,NA,50184,1064714.01,ZER2,U26111806,U26111806,PULLEY PCMC 1064714.01,NA,PCMC,PCMC,NA,1064714.01,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001543,PULLEY PCMC 1065172.01,NA,50184,1065172.01,ZER2,U26111806,U26111806,PULLEY PCMC 1065172.01,NA,PCMC,PCMC,NA,1065172.01,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001544,PULLEY PCMC 150299.025.0 2IN 1.4IN PLSTC,NA,50184,150299.025.0,ZER2,U26111806,U26111806,PULLEY PCMC 150299.025.0 2IN 1.4IN PLSTC,NA,PCMC,PCMC,NA,150299.025.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001545,ROLL STEEL PCMC 30447465 STEEL,NA,50184,30447465,ZER2,U31282215,U31282215,ROLL STEEL PCMC 30447465 STEEL,NA,PCMC,PCMC,NA,30447465,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001546,ROLL STEEL PCMC 30485869 STEEL,NA,50184,30485869,ZER2,U31282215,U31282215,ROLL STEEL PCMC 30485869 STEEL,NA,PCMC,PCMC,NA,30485869,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001547,ROLL STEEL PCMC 30485872 STEEL,NA,50184,30485872,ZER2,U31282215,U31282215,ROLL STEEL PCMC 30485872 STEEL,NA,PCMC,PCMC,NA,30485872,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001548,ROLL STEEL PCMC 30492320 STEEL 153IN 5IN,NA,50184,30492320,ZER2,U31282215,U31282215,ROLL STEEL PCMC 30492320 STEEL 153IN 5IN,NA,PCMC,PCMC,NA,30492320,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001549,ROLL STEEL PCMC 30547276.005 3300MM,NA,50184,30547276.005,ZER2,U31282215,U31282215,ROLL STEEL PCMC 30547276.005 3300MM,NA,PCMC,PCMC,NA,30547276.005,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001550,ROLL STEEL PCMC 30589447,NA,50184,30589447,ZER2,U31282215,U31282215,ROLL STEEL PCMC 30589447,NA,PCMC,PCMC,NA,30589447,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001551,ROLL STEEL PCMC 30735665 3300MM RH,NA,50184,30735665,ZER2,U31282215,U31282215,ROLL STEEL PCMC 30735665 3300MM RH,NA,PCMC,PCMC,NA,30735665,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001552,RTD INFINITY 761-0028,NA,50113,761-0028,ZER2,U41112225,U41112225,RTD INFINITY 761-0028,NA,INFINITY,INFINITY,NA,761-0028,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001553,RTD INFINITY IRW190-2306,NA,50113,IRW190-2306,ZER2,U41112225,U41112225,RTD INFINITY IRW190-2306,NA,INFINITY,INFINITY,NA,IRW190-2306,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,50113,INFINITY,0
90001554,SCREW CAPTIVE PANEL PCMC 30618290 1IN,NA,50184,30618290,ZER2,U31161510,U31161510,SCREW CAPTIVE PANEL PCMC 30618290 1IN,NA,PCMC,PCMC,NA,30618290,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001555,SEAL OIL PCMC 131093.219.0 3.57IN 2.25IN,NA,50184,131093.219.0,ZER2,U31181600,U31181600,SEAL OIL PCMC 131093.219.0 3.57IN 2.25IN,NA,PCMC,PCMC,NA,131093.219.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001556,SEAL OIL PCMC 131093.220.0 3.62IN 2.25IN,NA,50184,131093.220.0,ZER2,U31181600,U31181600,SEAL OIL PCMC 131093.220.0 3.62IN 2.25IN,NA,PCMC,PCMC,NA,131093.220.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001557,SEAL OIL PCMC 131093.223.0,NA,50184,131093.223.0,ZER2,U31181600,U31181600,SEAL OIL PCMC 131093.223.0,NA,PCMC,PCMC,NA,131093.223.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001558,SEAL OIL PCMC 131093.230.0,NA,50184,131093.230.0,ZER2,U31181600,U31181600,SEAL OIL PCMC 131093.230.0,NA,PCMC,PCMC,NA,131093.230.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001559,SEAL OIL PCMC 131093.813.0 62MM 40MM 8MM,NA,50184,131093.813.0,ZER2,U31181600,U31181600,SEAL OIL PCMC 131093.813.0 62MM 40MM 8MM,NA,PCMC,PCMC,NA,131093.813.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001560,SEAL OIL PCMC 131093.833.0 125MM 90MM,NA,50184,131093.833.0,ZER2,U31181600,U31181600,SEAL OIL PCMC 131093.833.0 125MM 90MM,NA,PCMC,PCMC,NA,131093.833.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001561,SEAL OIL PCMC 131093.834.0 140MM 115MM,NA,50184,131093.834.0,ZER2,U31181600,U31181600,SEAL OIL PCMC 131093.834.0 140MM 115MM,NA,PCMC,PCMC,NA,131093.834.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001562,SEAL OIL PCMC 131093.835.0 81MM 57MM,NA,50184,131093.835.0,ZER2,U31181600,U31181600,SEAL OIL PCMC 131093.835.0 81MM 57MM,NA,PCMC,PCMC,NA,131093.835.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001563,SEAL OIL PCMC 287695.428.0,NA,50184,287695.428.0,ZER2,U31181600,U31181600,SEAL OIL PCMC 287695.428.0,NA,PCMC,PCMC,NA,287695.428.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001564,SEAL OIL PCMC 287698.856.0,NA,50184,287698.856.0,ZER2,U31181600,U31181600,SEAL OIL PCMC 287698.856.0,NA,PCMC,PCMC,NA,287698.856.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001565,SEAL OIL PCMC 30115589 24MM 16MM 5MM,NA,50184,30115589,ZER2,U31181600,U31181600,SEAL OIL PCMC 30115589 24MM 16MM 5MM,NA,PCMC,PCMC,NA,30115589,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001566,SEAL OIL PCMC 30368423,NA,50184,30368423,ZER2,U31181600,U31181600,SEAL OIL PCMC 30368423,NA,PCMC,PCMC,NA,30368423,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001567,SELF ALIGNING ROD COUPLER PCMC 30263704,NA,50184,30263704,ZER2,U27131708,U27131708,SELF ALIGNING ROD COUPLER PCMC 30263704,NA,PCMC,PCMC,NA,30263704,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001568,SENSOR PCMC 111900 LEVEL,NA,50184,111900,ZER2,U41111900,U41111900,SENSOR PCMC 111900 LEVEL,NA,PCMC,PCMC,NA,111900,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
90001569,SENSOR PCMC 111901 LEVEL,NA,50184,111901,ZER2,U41111900,U41111900,SENSOR PCMC 111901 LEVEL,NA,PCMC,PCMC,NA,111901,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,50184,PCMC,0
